rid,eu_name,authorid,sci_name,source,score
0,Timm Fiebig,A5026168008,T. Fiebig,initial,
0,Timm Fiebig,A5032329181,T.H. Fiebig,initial,
0,Timm Fiebig,A5079172960,Timm Fiebig,initial,
0,Timm Fiebig,A5081166719,T. Fiebig,initial,
2,Clemens Plaschka,A5006479386,Clemens Plaschka,initial,
2,Clemens Plaschka,A5112598398,Clemens Plaschka,initial,
3,Arjen Jakobi,A5079424099,Arjen J. Stam,ngram,0.5698729136410287
3,Arjen Jakobi,A5000207148,A. Jakob,ngram,0.4765090208284429
3,Arjen Jakobi,A5062305395,A. Jakob,ngram,0.4765090208284429
3,Arjen Jakobi,A5047662858,A. Jakobi,initial,
3,Arjen Jakobi,A5078577503,Arjen J. Jakobi,initial,
4,Ajasja Ljubetič,A5049578097,Ajasja Ljubetič,initial,
5,Danny Doncheva Nedialkova,A5018771824,Danny D. Nedialkova,initial,
5,Danny Doncheva Nedialkova,A5080615318,D. Doncheva,initial,
6,Nataliya Petryk,A5003584122,Nataliya Petryk,initial,
6,Nataliya Petryk,A5058064672,N. M. Petryk,initial,
6,Nataliya Petryk,A5082454473,N. M. Petryk,initial,
7,Dina Schneidman,A5020529918,Dina Schneidman‐Duhovny,initial,
8,Rina Rosenzweig,A5004870371,R. M. Rosenzweig,initial,
8,Rina Rosenzweig,A5009901277,Rina Rosenzweig,initial,
8,Rina Rosenzweig,A5035310909,R Rosenzweig,initial,
8,Rina Rosenzweig,A5079980963,R E Rosenzweig,initial,
8,Rina Rosenzweig,A5085645116,R.H. Rosenzweig,initial,
8,Rina Rosenzweig,A5096782223,R. Rosenzweig,initial,
9,Thomas Sharp,A5011353485,H. Thomas Sharp,ngram,0.9999999999999999
9,Thomas Sharp,A5000488411,T Sharp,initial,
9,Thomas Sharp,A5001042727,Thomas F. Sharp,initial,
9,Thomas Sharp,A5006538898,T. Sharp,initial,
9,Thomas Sharp,A5012954553,T. E. Sharp,initial,
9,Thomas Sharp,A5016757625,T. Sharp,initial,
9,Thomas Sharp,A5018647574,T. S. Sharp,initial,
9,Thomas Sharp,A5019485340,Thomas Ian Sharp,initial,
9,Thomas Sharp,A5026027317,T. E. Sharp,initial,
9,Thomas Sharp,A5026231565,T. Sharp,initial,
9,Thomas Sharp,A5028766433,Tom W. Sharp,initial,
9,Thomas Sharp,A5028825008,Thomas Sharp,initial,
9,Thomas Sharp,A5030957090,T. A. Sharp,initial,
9,Thomas Sharp,A5032446050,T. M. SHARP,initial,
9,Thomas Sharp,A5033040911,T. C. Sharp,initial,
9,Thomas Sharp,A5034131199,Thomas Marval Sharp,initial,
9,Thomas Sharp,A5038473482,THOMAS A. SHARP,initial,
9,Thomas Sharp,A5041586822,Thomas M. Sharp,initial,
9,Thomas Sharp,A5043125585,T. Sharp,initial,
9,Thomas Sharp,A5045213541,Thomas R. Sharp,initial,
9,Thomas Sharp,A5045663342,T. Sharp,initial,
9,Thomas Sharp,A5046399413,T. W. Sharp,initial,
9,Thomas Sharp,A5046920279,T. Sharp Blackburn,initial,
9,Thomas Sharp,A5048527654,Thomas Sharp,initial,
9,Thomas Sharp,A5054517249,T. Sharp,initial,
9,Thomas Sharp,A5056160847,Thomas Page Sharp,initial,
9,Thomas Sharp,A5056248616,Thomas Paul Sharp,initial,
9,Thomas Sharp,A5056272380,Tom Sharp,initial,
9,Thomas Sharp,A5056632286,T Sharp,initial,
9,Thomas Sharp,A5056854865,T Sharp,initial,
9,Thomas Sharp,A5062241388,T A Sharp,initial,
9,Thomas Sharp,A5063444648,T. E. Sharp,initial,
9,Thomas Sharp,A5063577733,T.P. Sharp,initial,
9,Thomas Sharp,A5063879928,Tom C. Sharp,initial,
9,Thomas Sharp,A5066921734,T. E. Sharp,initial,
9,Thomas Sharp,A5070912333,T E Sharp,initial,
9,Thomas Sharp,A5072736505,T. Sharp Dopler,initial,
9,Thomas Sharp,A5073713871,Tom Sharp,initial,
9,Thomas Sharp,A5074038509,T. Sharp,initial,
9,Thomas Sharp,A5074139964,Thomas D. Sharp,initial,
9,Thomas Sharp,A5075089152,T Sharp-Vincent,initial,
9,Thomas Sharp,A5075449965,Thomas E. Sharp,initial,
9,Thomas Sharp,A5076587942,T. E. Sharp,initial,
9,Thomas Sharp,A5081692317,T. G. Sharp,initial,
9,Thomas Sharp,A5082094040,Thomas Keith Sharp,initial,
9,Thomas Sharp,A5082780864,T. R. Sharp,initial,
9,Thomas Sharp,A5084019967,Thomas Wilfred Sharp,initial,
9,Thomas Sharp,A5085252177,T.H. Sharp,initial,
9,Thomas Sharp,A5085976588,Thomas H. Sharp,initial,
9,Thomas Sharp,A5087512246,T.R. Sharp,initial,
9,Thomas Sharp,A5088065023,Tom Sharp,initial,
9,Thomas Sharp,A5088750219,T. Sharp,initial,
9,Thomas Sharp,A5089498939,T. Sharp,initial,
9,Thomas Sharp,A5089946618,T. W. Sharp,initial,
9,Thomas Sharp,A5090989262,T. J. Sharp,initial,
9,Thomas Sharp,A5091737937,T.E. Sharp,initial,
9,Thomas Sharp,A5091786500,T Sharp,initial,
9,Thomas Sharp,A5092182327,Tom Sharp,initial,
9,Thomas Sharp,A5096722268,Thomas R. Sharp,initial,
9,Thomas Sharp,A5099632458,Tom Sharp,initial,
9,Thomas Sharp,A5103153138,T. G. Sharp,initial,
9,Thomas Sharp,A5103452801,T. E. Sharp,initial,
9,Thomas Sharp,A5103852234,Thomas G. Sharp,initial,
9,Thomas Sharp,A5105870158,Thomas Harry Sharp,initial,
9,Thomas Sharp,A5109146083,Thomas R. Sharp,initial,
9,Thomas Sharp,A5109175619,ThomasR. Sharp,initial,
9,Thomas Sharp,A5110079627,Thomas Sharp,initial,
9,Thomas Sharp,A5110399049,T W Sharp,initial,
9,Thomas Sharp,A5110431468,T Sharp,initial,
9,Thomas Sharp,A5111822745,Thomas G Sharp,initial,
9,Thomas Sharp,A5111847679,T.R. Sharp,initial,
9,Thomas Sharp,A5111965627,T L Sharp,initial,
9,Thomas Sharp,A5113252033,Thomas P. Sharp,initial,
10,Klara Hlouchova,A5087054502,Klára Hlouchová,initial,
11,Fabian Erdel,A5024864431,Fabian E. Pena A.,ngram,0.5682324610525875
11,Fabian Erdel,A5085223649,Fabian Erdel,initial,
12,Javier Garcia-Nafria,A5051401759,JAVIER GARCÍA,ngram,0.6738324398558746
12,Javier Garcia-Nafria,A5104099565,Javier Garcia,ngram,0.6738324398558746
12,Javier Garcia-Nafria,A5026385198,Javiera Garcia,ngram,0.6048249230386686
12,Javier Garcia-Nafria,A5008339304,Javier García‐Nafría,initial,
12,Javier Garcia-Nafria,A5046828889,J. Garcia Nafria,initial,
13,Olivier Duss,A5015337090,Olivier D. Bernal,ngram,0.5913013216759783
13,Olivier Duss,A5072324762,Olivier Duss,initial,
14,Eva Kowalinski,A5020652509,E. Kowal,ngram,0.6065011196931
14,Eva Kowalinski,A5027988486,E. Kowal,ngram,0.6065011196931
14,Eva Kowalinski,A5020333498,Eva Kowalinski,initial,
14,Eva Kowalinski,A5049088846,Eva Kowalinski,initial,
15,Christian Münch,A5009955317,Ch. Münch,ngram+initial,0.9554746901217943
15,Christian Münch,A5001393842,Christian Münch,initial,
15,Christian Münch,A5003358428,Christian Münch,initial,
15,Christian Münch,A5005113935,C. L. Munch,initial,
15,Christian Münch,A5007400146,Christian Münch,initial,
15,Christian Münch,A5012478165,Christian Münch,initial,
15,Christian Münch,A5012765426,Christian Munch-Petersen,initial,
15,Christian Münch,A5013264938,C Munch-Petersen,initial,
15,Christian Münch,A5015240502,C. Munch,initial,
15,Christian Münch,A5021868797,Christian Munch Jensen,initial,
15,Christian Münch,A5024524158,Christian Münch,initial,
15,Christian Münch,A5024603111,C. Münch,initial,
15,Christian Münch,A5027737078,C. Münch,initial,
15,Christian Münch,A5028430408,C. Münch,initial,
15,Christian Münch,A5032508003,Ch. Münch,initial,
15,Christian Münch,A5038802841,C. T. Munch,initial,
15,Christian Münch,A5053503438,C. Münch,initial,
15,Christian Münch,A5067024256,C Münch,initial,
15,Christian Münch,A5067788915,Chris Münch,initial,
15,Christian Münch,A5070623221,C Munch-Jensen,initial,
15,Christian Münch,A5075077402,C Munch-Petersen,initial,
15,Christian Münch,A5081967064,C. Münch,initial,
15,Christian Münch,A5095918984,Christian Münch,initial,
15,Christian Münch,A5110990721,Christian Münch,initial,
15,Christian Münch,A5114560403,Christian Münch,initial,
15,Christian Münch,A5114848667,Christian Münch-Cordellier,initial,
15,Christian Münch,A5114848784,Christian Münch-Cordellier,initial,
15,Christian Münch,A5114848858,Christian Münch-Cordellier,initial,
15,Christian Münch,A5114848933,Christian Münch-Cordellier,initial,
15,Christian Münch,A5114848991,Christian Münch-Cordellier,initial,
16,Petya Violinova Krasteva,A5013510837,Petya V. Krasteva,initial,
16,Petya Violinova Krasteva,A5056806088,P. Krasteva,initial,
17,Karl Duderstadt,A5004054842,K DUDERSTADT,initial,
17,Karl Duderstadt,A5036678986,Karl E. Duderstadt,initial,
18,Julian Stingele,A5019471057,Julian Stingele,initial,
19,Tristan Wagner,A5109457897,T. Wagner,ngram,0.7870005183785699
20,Corentin Claeys Bouuaert,A5047417030,C Claeys,ngram+initial,0.5635239200383645
20,Corentin Claeys Bouuaert,A5000196675,C. Claeys,initial,
20,Corentin Claeys Bouuaert,A5001312006,C. Claeys,initial,
20,Corentin Claeys Bouuaert,A5006713468,C Claeys,initial,
20,Corentin Claeys Bouuaert,A5017021213,C. Claeys,initial,
20,Corentin Claeys Bouuaert,A5019309691,C Claeys,initial,
20,Corentin Claeys Bouuaert,A5025376845,C Claeys,initial,
20,Corentin Claeys Bouuaert,A5027254093,C. Claeys,initial,
20,Corentin Claeys Bouuaert,A5027811387,Corentin Claeys Bouuaert,initial,
20,Corentin Claeys Bouuaert,A5028038844,C. Claeys,initial,
20,Corentin Claeys Bouuaert,A5031371422,C Claeys,initial,
20,Corentin Claeys Bouuaert,A5034234985,C Claeys,initial,
20,Corentin Claeys Bouuaert,A5042924948,C. Claeys,initial,
20,Corentin Claeys Bouuaert,A5044043117,C Claeys,initial,
20,Corentin Claeys Bouuaert,A5046178892,C. Claeys,initial,
20,Corentin Claeys Bouuaert,A5046503286,C. Claeys,initial,
20,Corentin Claeys Bouuaert,A5053745924,C Claeys,initial,
20,Corentin Claeys Bouuaert,A5056526537,Cor Claeys,initial,
20,Corentin Claeys Bouuaert,A5056931101,C Claeys,initial,
20,Corentin Claeys Bouuaert,A5062498458,C. Claeys,initial,
20,Corentin Claeys Bouuaert,A5064852777,C. Claeys,initial,
20,Corentin Claeys Bouuaert,A5067242653,C Claeys,initial,
20,Corentin Claeys Bouuaert,A5071132282,C. Claeys,initial,
20,Corentin Claeys Bouuaert,A5077842346,C Claeys,initial,
20,Corentin Claeys Bouuaert,A5078312854,C. Claeys,initial,
20,Corentin Claeys Bouuaert,A5079136986,C. Claeys,initial,
20,Corentin Claeys Bouuaert,A5083951028,C Claeys,initial,
20,Corentin Claeys Bouuaert,A5086639092,C Claeys,initial,
20,Corentin Claeys Bouuaert,A5088523921,C. Claeys,initial,
20,Corentin Claeys Bouuaert,A5091577490,C. Claeys,initial,
20,Corentin Claeys Bouuaert,A5109884014,C. Claeys,initial,
20,Corentin Claeys Bouuaert,A5110069476,C Claeys,initial,
20,Corentin Claeys Bouuaert,A5110359315,C. Claeys,initial,
20,Corentin Claeys Bouuaert,A5111000681,Cor Claeys,initial,
20,Corentin Claeys Bouuaert,A5111473184,C. Claeys,initial,
20,Corentin Claeys Bouuaert,A5111623084,C. Claeys,initial,
20,Corentin Claeys Bouuaert,A5111993892,C. Claeys,initial,
21,Magnus Øverlie Arntzen,A5019132508,M Arntzen,initial,
21,Magnus Øverlie Arntzen,A5054809561,Magnus Ø. Arntzen,initial,
21,Magnus Øverlie Arntzen,A5068276846,M. Arntzen,initial,
21,Magnus Øverlie Arntzen,A5079177008,M. Øverlie,initial,
22,Dorothee Dormann,A5034734659,D. Dörmann,initial,
22,Dorothee Dormann,A5037809557,D. Dormann-Przybyl,initial,
22,Dorothee Dormann,A5068527702,Dorothee Dormann,initial,
22,Dorothee Dormann,A5091178542,D. Dormann,initial,
23,Julien Philippe Duxin,A5005825939,J Philippe,ngram,0.6187491229426484
23,Julien Philippe Duxin,A5027776611,Julien P. Duxin,initial,
24,Gerbrand Van Der Heden Van Noort,A5072442024,Van Noort,ngram,0.5230104995301903
24,Gerbrand Van Der Heden Van Noort,A5000774075,G. van Noort,initial,
24,Gerbrand Van Der Heden Van Noort,A5002931173,G. Van Noort,initial,
24,Gerbrand Van Der Heden Van Noort,A5009045908,G. van Noort,initial,
24,Gerbrand Van Der Heden Van Noort,A5025473610,G. van Noort,initial,
24,Gerbrand Van Der Heden Van Noort,A5033653145,Gerbrand van der Heden van Noort,initial,
24,Gerbrand Van Der Heden Van Noort,A5056183289,G. van Noort,initial,
24,Gerbrand Van Der Heden Van Noort,A5080047287,Gerbrand J. van der Heden van Noort,initial,
24,Gerbrand Van Der Heden Van Noort,A5091283787,G. van Noort,initial,
25,Ruben Fernandez Busnadiego,A5061030857,Rubén Fernández‐Busnadiego,initial,
25,Ruben Fernandez Busnadiego,A5075019565,Rubén Fernándezt-Busnadiego,initial,
25,Ruben Fernandez Busnadiego,A5097054489,Rubén Fernández- Busnadiego,initial,
26,Meytal Landau,A5001151735,M. A. M.Sc. David Landau,ngram+initial,0.4808338933988052
26,Meytal Landau,A5004611712,M Landau,initial,
26,Meytal Landau,A5006345486,M Landau,initial,
26,Meytal Landau,A5016840381,M. Landau,initial,
26,Meytal Landau,A5019271430,M. RSbig-Landau,initial,
26,Meytal Landau,A5020035609,M Landau-Ossondo,initial,
26,Meytal Landau,A5024406377,M Landau,initial,
26,Meytal Landau,A5024642832,Meytal Landau,initial,
26,Meytal Landau,A5026614922,M. D. Landau,initial,
26,Meytal Landau,A5027311772,M Landau,initial,
26,Meytal Landau,A5029561261,M. D. Landau,initial,
26,Meytal Landau,A5033495441,M. V. Landau,initial,
26,Meytal Landau,A5034786110,M. Röbig-Landau,initial,
26,Meytal Landau,A5038768770,M E LANDAU,initial,
26,Meytal Landau,A5044996643,M Benson-Landau,initial,
26,Meytal Landau,A5046101926,M Landau,initial,
26,Meytal Landau,A5046979121,M. Landau,initial,
26,Meytal Landau,A5047852563,M.V. Landau,initial,
26,Meytal Landau,A5049137769,M. E. Landau,initial,
26,Meytal Landau,A5057590987,M A Landau,initial,
26,Meytal Landau,A5061071746,M. E. Landau,initial,
26,Meytal Landau,A5073205168,M.Daubländer. Landau,initial,
26,Meytal Landau,A5073489940,M Landau Jennifer,initial,
26,Meytal Landau,A5074306355,M. D. Landau,initial,
26,Meytal Landau,A5078069259,M.E. Roebig-Landau,initial,
26,Meytal Landau,A5083978719,M. Landau,initial,
26,Meytal Landau,A5092238250,M Landau-Rabbi,initial,
26,Meytal Landau,A5094377031,M Cohen-Landau,initial,
26,Meytal Landau,A5097907301,M. Landau,initial,
26,Meytal Landau,A5098220705,M. Bas‐Landau,initial,
26,Meytal Landau,A5114060401,M. A. Landau,initial,
27,Tzviya Zeev-Ben-Mordehai,A5000022218,Tzviya Zeev‐Ben‐Mordehai,initial,
27,Tzviya Zeev-Ben-Mordehai,A5026559526,T. Zeev-Ben-Mordehai,initial,
27,Tzviya Zeev-Ben-Mordehai,A5104684327,T. Zeev-Ben-Mordehai,initial,
28,T-Y Dora Tang,A5029192169,T.‐Y. Dora Tang,initial,
28,T-Y Dora Tang,A5034957768,T-Y Dora tang,initial,
28,T-Y Dora Tang,A5089556155,Tsing-Young Dora Tang,initial,
29,Laura Baranello,A5039090640,Laura Baranello,initial,
29,Laura Baranello,A5051034371,L Baranello,initial,
30,Elodie Laine,A5039603739,Elodie L. Plan,ngram,0.7173181744014393
30,Elodie Laine,A5000071225,E Laine,initial,
30,Elodie Laine,A5002871196,E.J. Lainé,initial,
30,Elodie Laine,A5003410942,E Laine Wong,initial,
30,Elodie Laine,A5003652702,E. Laine,initial,
30,Elodie Laine,A5011597189,E. Laine,initial,
30,Elodie Laine,A5012424709,E. Laine,initial,
30,Elodie Laine,A5013162562,E. Laine-Forrest,initial,
30,Elodie Laine,A5013231574,E Laine,initial,
30,Elodie Laine,A5014888263,E Laine Wong,initial,
30,Elodie Laine,A5015021951,E. Laine-Forrest,initial,
30,Elodie Laine,A5015315514,E. Lainé,initial,
30,Elodie Laine,A5018228766,E. Laine,initial,
30,Elodie Laine,A5022728933,E Lainé,initial,
30,Elodie Laine,A5023854032,E.J. Lainé,initial,
30,Elodie Laine,A5028873364,E. Lainé-Forrest,initial,
30,Elodie Laine,A5033374484,E.F. Laine,initial,
30,Elodie Laine,A5037400809,E. Vuokila-Laine,initial,
30,Elodie Laine,A5037904264,ELODIE LAINE,initial,
30,Elodie Laine,A5039707280,E. Laine-Forrest,initial,
30,Elodie Laine,A5044170766,E.J. Lainé,initial,
30,Elodie Laine,A5051097951,E LAINE,initial,
30,Elodie Laine,A5055642372,E. Lainé,initial,
30,Elodie Laine,A5057044603,E Laine,initial,
30,Elodie Laine,A5061218987,E. Lainé-Forrest,initial,
30,Elodie Laine,A5066334343,E. Lainé-Forrest,initial,
30,Elodie Laine,A5066714518,E Laine,initial,
30,Elodie Laine,A5067532084,E. Lainé-Forrest,initial,
30,Elodie Laine,A5068299527,E Laine,initial,
30,Elodie Laine,A5071748563,E. Laine,initial,
30,Elodie Laine,A5074641677,E. Laine-Forrest,initial,
30,Elodie Laine,A5076138595,E. Lainé-Forrest,initial,
30,Elodie Laine,A5076453514,Élodie Laine,initial,
30,Elodie Laine,A5078273316,E Laine,initial,
30,Elodie Laine,A5079350909,E Laine,initial,
30,Elodie Laine,A5082834189,E. W. Laine,initial,
30,Elodie Laine,A5083102040,E. Laine,initial,
30,Elodie Laine,A5085863522,E. Laine-Forrest,initial,
30,Elodie Laine,A5090817401,E Laine,initial,
30,Elodie Laine,A5094559763,E Laine,initial,
30,Elodie Laine,A5102029133,E. Lainé,initial,
30,Elodie Laine,A5103937031,E-M Laine,initial,
30,Elodie Laine,A5109146998,E. P. Laine,initial,
30,Elodie Laine,A5109895681,E.-M. Laine,initial,
30,Elodie Laine,A5110723246,E-M Laine,initial,
31,Yaser Hashem,A5034288504,Yaser Hashem,initial,
31,Yaser Hashem,A5039145461,Y. HASHEM,initial,
31,Yaser Hashem,A5040528915,Y A Hashem,initial,
31,Yaser Hashem,A5097897000,Y. Hashem Hanaa,initial,
31,Yaser Hashem,A5109256600,Y. Hashem,initial,
32,Pavel Plevka,A5069121641,Pavel Plevka,initial,
33,Markus Weingarth,A5082556231,M Weingart,ngram,0.6499499362934666
33,Markus Weingarth,A5024449996,Markus Weingarth,initial,
33,Markus Weingarth,A5107591377,Markus Weingarth,initial,
33,Markus Weingarth,A5109624782,Markus Weingarth,initial,
34,Martin Loose,A5015595521,Martin Loose,initial,
34,Martin Loose,A5019723808,M. Loose,initial,
34,Martin Loose,A5036329945,M. A. Loose,initial,
34,Martin Loose,A5048460925,M. De Loose,initial,
34,Martin Loose,A5049164575,M Meisel-Loose,initial,
34,Martin Loose,A5056301550,M. Loose,initial,
34,Martin Loose,A5072404629,M. Loose,initial,
34,Martin Loose,A5081816520,M. Loose,initial,
35,Martijn Luijsterburg,A5002710740,Martijn S. Luijsterburg,initial,
36,Marvin Tanenbaum,A5005832703,M H TANENBAUM,initial,
36,Marvin Tanenbaum,A5023436354,M TANENBAUM,initial,
36,Marvin Tanenbaum,A5026206643,M. Tanenbaum,initial,
36,Marvin Tanenbaum,A5026864172,M. Tanenbaum,initial,
36,Marvin Tanenbaum,A5038144429,M Tanenbaum David,initial,
36,Marvin Tanenbaum,A5050072827,Marvin E. Tanenbaum,initial,
36,Marvin Tanenbaum,A5060700152,M. Tanenbaum,initial,
36,Marvin Tanenbaum,A5062083641,M. TANENBAUM,initial,
36,Marvin Tanenbaum,A5068839915,M Tanenbaum,initial,
36,Marvin Tanenbaum,A5072478890,M. Tanenbaum,initial,
36,Marvin Tanenbaum,A5075041274,M.L. Tanenbaum,initial,
36,Marvin Tanenbaum,A5075967844,M. Tanenbaum,initial,
36,Marvin Tanenbaum,A5079780026,M. Tanenbaum,initial,
36,Marvin Tanenbaum,A5086251540,M. Tanenbaum,initial,
36,Marvin Tanenbaum,A5090493165,M TANENBAUM,initial,
37,Philippe Nghe,A5058749614,P. Nghe,initial,
37,Philippe Nghe,A5072157461,Philippe Nghe,initial,
38,João Pedro Fernandes De Matos,A5078325851,Pedro Fernandes,ngram,0.7192545579968787
39,Chiara Ambrogio,A5018026415,Chiara Ambrogio,ngram+initial,1.0000000000000002
39,Chiara Ambrogio,A5059778448,C. Ambrogi,ngram,0.7297719350293083
40,Bjørn Panyella Pedersen,A5068863738,Bjørn Pedersen,ngram,0.8088408221176833
40,Bjørn Panyella Pedersen,A5114252789,B. Pedersen,ngram,0.4879417341619777
40,Bjørn Panyella Pedersen,A5057382760,Bjørn Panyella Pedersen,initial,
40,Bjørn Panyella Pedersen,A5115608976,Bjørn Panyella Pedersen,initial,
41,Ralf Jungmann,A5010372190,Ralf Jungmann,initial,
41,Ralf Jungmann,A5022259818,R. Jungmann,initial,
41,Ralf Jungmann,A5029174271,R. Jungmann,initial,
41,Ralf Jungmann,A5038310872,R Jungmann,initial,
41,Ralf Jungmann,A5052548866,Ralf Jungmann,initial,
41,Ralf Jungmann,A5088114030,R. Jungmann,initial,
41,Ralf Jungmann,A5111662202,R A Jungmann,initial,
42,Yogesh Kulathu,A5028527202,Yogesh K. Gaur,ngram,0.5914754507693576
42,Yogesh Kulathu,A5086041335,Yogesh Kulathu,initial,
43,Sebastian Glatt,A5006416504,S.C. Glatt,initial,
43,Sebastian Glatt,A5012531471,Sebastian Glatt,initial,
43,Sebastian Glatt,A5014665266,S. E. GLATT,initial,
43,Sebastian Glatt,A5019209513,S L Glatt,initial,
43,Sebastian Glatt,A5040650748,S. L. Glatt,initial,
43,Sebastian Glatt,A5071777083,S.J. Glatt,initial,
43,Sebastian Glatt,A5079070570,S Glatt,initial,
43,Sebastian Glatt,A5103119838,S. L. Glatt,initial,
43,Sebastian Glatt,A5115608862,Sebastian Glatt,initial,
44,Puck Knipscheer,A5081193364,Puck Knipscheer,initial,
45,Marc Erhardt,A5001402209,M. Erhardt-Domagalski,initial,
45,Marc Erhardt,A5003735293,M. Erhardt,initial,
45,Marc Erhardt,A5015438646,M. Erhardt,initial,
45,Marc Erhardt,A5052300134,Ma. C. Guilherme Erhardt,initial,
45,Marc Erhardt,A5053330422,Marcia Erhardt Roback,initial,
45,Marc Erhardt,A5062276223,MARCELO ERHARDT,initial,
45,Marc Erhardt,A5066036420,M. ERhardt,initial,
45,Marc Erhardt,A5073811607,M Erhardt,initial,
45,Marc Erhardt,A5075397740,M. Erhardt,initial,
45,Marc Erhardt,A5076253233,M. Erhardt,initial,
45,Marc Erhardt,A5084046053,M. Erhardt,initial,
45,Marc Erhardt,A5084242666,Marc Erhardt,initial,
45,Marc Erhardt,A5089729023,M. Erhardt,initial,
45,Marc Erhardt,A5096894131,M Erhardt,initial,
46,Doryen Bubeck,A5009259746,D. M. Bubeck,ngram+initial,0.693514149806033
46,Doryen Bubeck,A5077066530,Doryen Bubeck,initial,
46,Doryen Bubeck,A5089548819,D. Bubeck,initial,
47,Annarita Miccio,A5006661311,A. Miccio,initial,
47,Annarita Miccio,A5007373493,Annarita Miccio,initial,
47,Annarita Miccio,A5010529359,A Miccio,initial,
47,Annarita Miccio,A5011029108,A Miccio-Bellaiche,initial,
47,Annarita Miccio,A5013421027,A. Miccio,initial,
47,Annarita Miccio,A5074404001,A. Miccio,initial,
47,Annarita Miccio,A5088336657,A Miccio,initial,
48,Sergi Padilla-Parra,A5089925752,S. Padilla,ngram,0.6690806491125719
49,Orsolya Barabas,A5018719528,O. Barábas,initial,
50,Robert Ernst,A5008415588,R. Ernst,ngram,0.9210402195674201
50,Robert Ernst,A5018789501,R. Ernst,ngram,0.9210402195674201
50,Robert Ernst,A5057927541,R. Ernst,ngram,0.9210402195674201
51,Geert Van Den Bogaart,A5028508369,Geert van den Bogaart,initial,
52,Stefan Ameres,A5051413908,Stefan L. Ameres,initial,
52,Stefan Ameres,A5061226804,Stefanie Ameres,initial,
52,Stefan Ameres,A5083741645,Stefanie Ameres,initial,
53,Milos Filipovic,A5007525506,M. Kovač-Filipović,initial,
53,Milos Filipovic,A5008485249,M. D. Filipović,initial,
53,Milos Filipovic,A5012863953,M Filipovic,initial,
53,Milos Filipovic,A5016380312,M. Filipovic,initial,
53,Milos Filipovic,A5022422208,Miloš R. Filipović,initial,
53,Milos Filipovic,A5025692096,M Filipović,initial,
53,Milos Filipovic,A5029935508,M. Filipovic,initial,
53,Milos Filipovic,A5032536971,M. Filipović-Paninčić,initial,
53,Milos Filipovic,A5033465783,M. Filipovic ́-Paninčic ́,initial,
53,Milos Filipovic,A5042986479,M. Filipovic,initial,
53,Milos Filipovic,A5075410449,M. Filipovic,initial,
53,Milos Filipovic,A5084173597,Mil. S. Filipović,initial,
53,Milos Filipovic,A5102846523,Miloš Filipović,initial,
53,Milos Filipovic,A5112327672,M. Filipovic,initial,
53,Milos Filipovic,A5114192625,Milos Filipovic,initial,
53,Milos Filipovic,A5115509562,M. Filipovic,initial,
54,Gaia Pigino,A5007374844,G Pigino,initial,
54,Gaia Pigino,A5064602266,Gaia Pigino,initial,
55,Martin Jinek,A5000173541,Martin Jínek,initial,
55,Martin Jinek,A5106513148,Martin Jinek,initial,
56,Alessandro Costa,A5007552159,Alessandro Costa Silva,ngram,1.0000000000000004
56,Alessandro Costa,A5103576751,Alessandro Costanzo,ngram,0.7288512197075816
57,David Drew,A5079310641,David Andrew,ngram,0.8452571533767805
57,David Drew,A5000025814,D Drew,initial,
57,David Drew,A5004419328,D. A. Drew,initial,
57,David Drew,A5006116052,David Drew,initial,
57,David Drew,A5008595494,D. J. Drew,initial,
57,David Drew,A5012716586,David Z. Drew,initial,
57,David Drew,A5015826357,David Drew,initial,
57,David Drew,A5017131195,D. A. Drew,initial,
57,David Drew,A5018060391,D. L. Drew,initial,
57,David Drew,A5020199025,David Drew,initial,
57,David Drew,A5021809833,D. Drew,initial,
57,David Drew,A5023115037,D.P. Drew,initial,
57,David Drew,A5023291676,D.H. Drew,initial,
57,David Drew,A5023631952,Davidson Drew,initial,
57,David Drew,A5027669387,D.W. Drew,initial,
57,David Drew,A5029367640,David Drew Nico Goldscheider,initial,
57,David Drew,A5029956148,David A. Drew,initial,
57,David Drew,A5029970415,D. Drew Lucio,initial,
57,David Drew,A5030063176,D Drew,initial,
57,David Drew,A5030351773,David M. Drew,initial,
57,David Drew,A5033657374,D. A. Drew,initial,
57,David Drew,A5034521012,David N. A. Drew,initial,
57,David Drew,A5034941489,D.A. Drew,initial,
57,David Drew,A5034971272,D.A. Drew,initial,
57,David Drew,A5036231710,D. L. Drew,initial,
57,David Drew,A5036554239,David D. Drew,initial,
57,David Drew,A5036633585,D Cogan-Drew,initial,
57,David Drew,A5039211980,D. L. Drew,initial,
57,David Drew,A5042108374,D. Drew C. J. Holrsfield,initial,
57,David Drew,A5043151029,D.W. Drew,initial,
57,David Drew,A5043587515,D. Drew Whittington,initial,
57,David Drew,A5045322764,D. D. Drew,initial,
57,David Drew,A5045853461,D Cogan-Drew,initial,
57,David Drew,A5048731424,David A. Drew,initial,
57,David Drew,A5050005992,David Patrick Drew,initial,
57,David Drew,A5051554197,Dave M. Drew,initial,
57,David Drew,A5053230158,D. H. Drew,initial,
57,David Drew,A5056582003,David Drew,initial,
57,David Drew,A5057392173,David M. Drew,initial,
57,David Drew,A5057554592,D. DREW,initial,
57,David Drew,A5058077450,D. Drew,initial,
57,David Drew,A5059756487,D. P. Drew,initial,
